model,experiment_id,case_id,seed,category,passed,passed_with_cost_gate,check_score,quality_check_score,keyword_coverage,cost_usd,input_tokens,output_tokens,rounds,duration_ms,error_category
GLM-5,exp_039_glm5_v5_seeds5,V5_38_cross_indicator_habitat_co2,1337,cross_indicator,1,1,1.0,1.0,1.0,0.06410199999999999,54146,2489,5,51487,
GLM-5,exp_039_glm5_v5_seeds5,V5_39_error_unavailable_year,1337,error_handling,1,1,1.0,1.0,1.0,0.023739,20943,699,2,9876,
GLM-5,exp_039_glm5_v5_seeds5,V5_40_error_wrong_layer,1337,error_handling,0,0,0.9,0.875,0.0,0.011895,10315,395,1,5597,keyword_missing
GLM-5,exp_039_glm5_v5_seeds5,V5_41_multi_muni_ranking_erosion,1337,multi_municipality_ranking,0,0,0.6,0.3333,0.0,0.050457,43057,1850,4,48884,tool_missing
GLM-5,exp_039_glm5_v5_seeds5,V5_42_multi_muni_ranking_co2,1337,multi_municipality_ranking,0,0,0.8,0.6667,1.0,0.050456,43172,1821,4,23575,tool_missing
GLM-5,exp_039_glm5_v5_seeds5,V5_43_multi_muni_compare_three,1337,multi_municipality_ranking,0,0,0.5556,0.4286,0.0,0.061401,54909,1623,5,22525,keyword_missing
GLM-5,exp_039_glm5_v5_seeds5,V5_44_province_aggregation_andalucia,1337,province_aggregation,1,1,1.0,1.0,1.0,0.035889000000000004,32001,972,3,15194,
GLM-5,exp_039_glm5_v5_seeds5,V5_45_province_aggregation_aragon,1337,province_aggregation,0,0,0.4286,0.2,0.0,0.048878000000000005,43610,1317,4,18872,tool_missing
GLM-5,exp_039_glm5_v5_seeds5,V5_46_error_recovery_typo,1337,error_recovery,1,1,1.0,1.0,1.0,0.022557999999999998,20714,461,2,8228,
GLM-5,exp_039_glm5_v5_seeds5,V5_47_error_recovery_fallback_indicator,1337,error_recovery,0,0,0.75,0.6667,0.0,0.02498,21248,933,2,13997,tool_missing
GLM-5,exp_039_glm5_v5_seeds5,V5_48_error_recovery_wrong_year,1337,error_recovery,1,1,1.0,1.0,1.0,0.034088999999999994,31469,655,3,9367,
GLM-5,exp_039_glm5_v5_seeds5,V5_49_threshold_co2_high,1337,threshold,1,1,1.0,1.0,1.0,0.03551,32066,861,3,12305,
GLM-5,exp_039_glm5_v5_seeds5,V5_50_threshold_dual_indicator,1337,threshold,1,1,1.0,1.0,1.0,0.057539,49511,2007,4,22612,
GLM-5,exp_039_glm5_v5_seeds5,V5_51_threshold_co2_low,1337,threshold,1,1,1.0,1.0,1.0,0.035441,32229,803,3,11024,
GLM-5,exp_039_glm5_v5_seeds5,V5_52_language_catalan_erosion,1337,language,0,0,0.875,0.8333,1.0,0.022844,20836,502,2,8435,wrong_data
GLM-5,exp_039_glm5_v5_seeds5,V5_53_language_basque_co2,1337,language,0,0,0.8333,0.75,0.0,0.046429,42421,1002,4,16572,keyword_missing
GLM-5,exp_039_glm5_v5_seeds5,V5_54_language_galician_co2,1337,language,1,1,1.0,1.0,1.0,0.033476000000000006,31308,542,3,10510,
GLM-5,exp_039_glm5_v5_seeds5,V5_55_language_basque_compare,1337,language,0,0,0.8571,0.8,1.0,0.035514,31726,947,3,15934,wrong_data
GLM-5,exp_039_glm5_v5_seeds5,V5_56_habitat_andalucia_forest,1337,habitat_analysis,1,1,1.0,1.0,1.0,0.03357,31390,545,3,12653,
GLM-5,exp_039_glm5_v5_seeds5,V5_57_temporal_multi_year,1337,temporal_change,1,1,1.0,1.0,1.0,0.064157,53981,2544,5,41684,
GLM-5,exp_039_glm5_v5_seeds5,V5_58_legend_co2_classes,1337,tool_selection,0,0,0.8571,0.8,1.0,0.011807999999999999,10324,371,1,5235,tool_missing
GLM-5,exp_039_glm5_v5_seeds5,V5_59_legend_erosion_scale,1337,tool_selection,0,0,0.8333,0.75,1.0,0.012648,10328,580,1,7759,tool_missing
GLM-5,exp_039_glm5_v5_seeds5,V5_60_legend_habitat_classes,1337,tool_selection,1,1,1.0,1.0,1.0,0.045878,42338,885,4,17219,
GLM-5,exp_039_glm5_v5_seeds5,V5_61_list_layers_analyzable,1337,tool_selection,0,0,0.8333,0.75,1.0,0.012236,10324,478,1,5825,tool_missing
GLM-5,exp_039_glm5_v5_seeds5,V5_62_list_layers_habitat_years,1337,tool_selection,0,0,0.7778,0.7143,1.0,0.116539,104855,2921,9,42403,tool_missing
GLM-5,exp_039_glm5_v5_seeds5,V5_63_list_layers_all_indicators,1337,tool_selection,0,0,0.8,0.6667,1.0,0.02444,20828,903,2,11060,forbidden_keyword
GLM-5,exp_039_glm5_v5_seeds5,V5_64_layer_bounds_canary_co2,1337,tool_selection,0,0,0.8333,0.75,1.0,0.035113000000000005,31433,920,3,14039,tool_missing
GLM-5,exp_039_glm5_v5_seeds5,V5_65_layer_bounds_erosion_extent,1337,tool_selection,0,0,0.8,0.6667,1.0,0.011666,10334,333,1,12680,tool_missing
GLM-5,exp_039_glm5_v5_seeds5,V5_66_layer_bounds_cross_border,1337,tool_selection,0,0,0.875,0.8333,1.0,0.012129000000000001,10337,448,1,6630,tool_missing
GLM-5,exp_039_glm5_v5_seeds5,V5_67_multi_layer_three_indicators,1337,cross_indicator,1,1,1.0,1.0,1.0,0.049596999999999995,42473,1781,4,23165,
GLM-5,exp_039_glm5_v5_seeds5,V5_68_multi_layer_nbs_profile,1337,cross_indicator,1,1,1.0,1.0,1.0,0.051318,42530,2197,4,30603,
GLM-5,exp_039_glm5_v5_seeds5,V5_69_multi_layer_explicit_simultaneous,1337,cross_indicator,1,1,1.0,1.0,1.0,0.060539,53239,1825,5,30975,
GLM-5,exp_039_glm5_v5_seeds5,V5_70_interpretation_investor,1337,interpretation,0,0,0.5714,0.4,0.5,0.093441,80397,3261,7,37480,tool_missing
GLM-5,exp_039_glm5_v5_seeds5,V5_71_interpretation_habitat_co2_link,1337,interpretation,0,0,0.8333,0.75,0.5,0.038433999999999996,31978,1614,3,27724,keyword_missing
GLM-5,exp_039_glm5_v5_seeds5,V5_72_interpretation_erosion_project_risk,1337,interpretation,0,0,0.75,0.6667,1.0,0.047393,42421,1243,4,32362,tool_missing
GLM-5,exp_039_glm5_v5_seeds5,V5_73_deep_dive_municipality,1337,deep_dive,1,1,1.0,1.0,1.0,0.063543,54335,2302,5,53455,
GLM-5,exp_039_glm5_v5_seeds5,V5_74_deep_dive_temporal_profile,1337,tool_selection,1,1,1.0,1.0,1.0,0.049975,42831,1786,4,31184,
GLM-5,exp_039_glm5_v5_seeds5,V5_75_deep_dive_community_ranking,1337,deep_dive,0,0,0.75,0.6667,1.0,0.039864000000000004,32204,1915,3,21546,tool_missing
GLM-5,exp_039_glm5_v5_seeds5,V5_76_legend_ines_erosion_visual,1337,tool_selection,0,0,0.8333,0.75,1.0,0.012453,10333,530,1,7891,tool_missing
GLM-5,exp_039_glm5_v5_seeds5,V5_77_legend_mfe_forest_map,1337,tool_selection,0,0,0.8,0.6667,1.0,0.011946,10338,402,1,5302,tool_missing
GLM-5,exp_039_glm5_v5_seeds5,V5_78_legend_two_layers_compare,1337,tool_selection,0,0,0.8333,0.75,1.0,0.012354,10342,503,1,6285,tool_missing
GLM-5,exp_039_glm5_v5_seeds5,V5_79_list_layers_display_only,1337,tool_selection,0,0,0.8,0.6667,1.0,0.012495,10331,541,1,6565,tool_missing
GLM-5,exp_039_glm5_v5_seeds5,V5_80_list_layers_before_workflow,1337,tool_selection,0,0,0.8571,0.8,1.0,0.025154,20818,1084,2,11702,forbidden_keyword
GLM-5,exp_039_glm5_v5_seeds5,V5_81_list_layers_unavailable_indicator,1337,tool_selection,1,1,1.0,1.0,1.0,0.036989,31753,1309,3,20988,
GLM-5,exp_039_glm5_v5_seeds5,V5_82_layer_bounds_ceuta_melilla,1337,tool_selection,1,1,1.0,1.0,1.0,0.02257,20814,439,2,6935,
GLM-5,exp_039_glm5_v5_seeds5,V5_83_layer_bounds_balearic_erosion,1337,tool_selection,1,1,1.0,1.0,1.0,0.02276,20784,494,2,7004,
GLM-5,exp_039_glm5_v5_seeds5,V5_84_layer_bounds_coverage_comparison,1337,tool_selection,0,0,0.8333,0.75,1.0,0.013925,10345,895,1,16039,tool_missing
GLM-5,exp_039_glm5_v5_seeds5,V5_85_multi_layer_municipality_lorca,1337,cross_indicator,1,1,1.0,1.0,1.0,0.050404,42744,1915,4,29384,
GLM-5,exp_039_glm5_v5_seeds5,V5_86_multi_layer_with_chart_huelva,1337,cross_indicator,1,1,1.0,1.0,1.0,0.059115,53283,1458,5,35183,
GLM-5,exp_039_glm5_v5_seeds5,V5_87_multi_layer_comparison_two_provinces,1337,deep_dive,0,0,0.9,0.875,0.6667,0.059815,53311,1626,5,32591,keyword_missing
GLM-5,exp_039_glm5_v5_seeds5,V5_88_interpretation_restoration_castilla_leon,1337,interpretation,0,0,0.8333,0.75,0.5,0.07432499999999999,65089,2309,6,30189,keyword_missing
GLM-5,exp_039_glm5_v5_seeds5,V5_89_interpretation_biodiversity_carbon_synergy,1337,interpretation,0,0,0.8571,0.8,1.0,0.05372,45660,2015,4,27546,wrong_data
GLM-5,exp_039_glm5_v5_seeds5,V5_90_interpretation_bank_risk_assessment,1337,interpretation,0,0,0.5,0.3333,0.0,0.0,0,0,0,4363,tool_missing
GLM-5,exp_039_glm5_v5_seeds5,V5_91_deep_dive_temporal_municipality,1337,deep_dive,1,1,1.0,1.0,1.0,0.065391,53335,3014,5,38877,
GLM-5,exp_039_glm5_v5_seeds5,V5_92_deep_dive_two_provinces_side_by_side,1337,deep_dive,0,0,0.7778,0.7143,1.0,0.040278,32514,1941,3,23914,tool_missing
GLM-5,exp_039_glm5_v5_seeds5,V5_93_deep_dive_national_policy_brief,1337,habitat_analysis,1,1,1.0,1.0,1.0,0.084602,76862,1935,7,33017,
GLM-5,exp_039_glm5_v5_seeds5,V5_01_municipality_co2_lorca,2024,municipality,1,1,1.0,1.0,1.0,0.035151,31543,902,3,12119,
GLM-5,exp_039_glm5_v5_seeds5,V5_02_municipality_erosion_antequera,2024,municipality,1,1,1.0,1.0,1.0,0.033347999999999996,31332,504,3,8307,
GLM-5,exp_039_glm5_v5_seeds5,V5_03_municipality_province_hint,2024,municipality,0,0,0.75,0.6667,0.0,0.045436,42252,796,4,21279,keyword_missing
GLM-5,exp_039_glm5_v5_seeds5,V5_04_municipality_multi_indicator,2024,municipality,1,1,1.0,1.0,1.0,0.062226000000000004,54986,1810,5,23746,
GLM-5,exp_039_glm5_v5_seeds5,V5_05_followup_drill_down,2024,memory,1,1,1.0,1.0,1.0,0.023434,21222,553,2,7576,
GLM-5,exp_039_glm5_v5_seeds5,V5_06_followup_compare_new,2024,memory,1,1,1.0,1.0,1.0,0.034218000000000005,32446,443,3,7797,
GLM-5,exp_039_glm5_v5_seeds5,V5_07_followup_switch_indicator,2024,memory,1,1,1.0,1.0,1.0,0.044474,42434,510,4,9295,
GLM-5,exp_039_glm5_v5_seeds5,V5_08_followup_chart_request,2024,memory,1,1,1.0,1.0,1.0,0.035854000000000004,32758,774,3,10091,
GLM-5,exp_039_glm5_v5_seeds5,V5_09_spatial_coastal_erosion,2024,spatial_reasoning,1,1,1.0,1.0,1.0,0.037112,31976,1284,3,15511,
GLM-5,exp_039_glm5_v5_seeds5,V5_10_spatial_inland_co2,2024,spatial_reasoning,1,1,1.0,1.0,1.0,0.036471,32027,1111,3,13580,
GLM-5,exp_039_glm5_v5_seeds5,V5_11_spatial_autonomous_community,2024,spatial_reasoning,0,0,0.5,0.3333,0.5,0.013039,10331,677,1,8094,tool_missing
GLM-5,exp_039_glm5_v5_seeds5,V5_12_spatial_island_limitations,2024,spatial_reasoning,0,0,0.75,0.5,1.0,0.022573999999999997,20810,441,2,6960,tool_missing
GLM-5,exp_039_glm5_v5_seeds5,V5_13_cross_indicator_tradeoff,2024,cross_indicator,1,1,1.0,1.0,1.0,0.041051,33391,1915,3,33144,
GLM-5,exp_039_glm5_v5_seeds5,V5_14_cross_indicator_low_risk,2024,cross_indicator,1,1,1.0,1.0,1.0,0.040281000000000004,32889,1848,3,30166,
GLM-5,exp_039_glm5_v5_seeds5,V5_15_error_nonexistent_municipality,2024,error_handling,1,1,1.0,1.0,1.0,0.02248,20696,446,2,6573,
GLM-5,exp_039_glm5_v5_seeds5,V5_16_error_wrong_indicator_name,2024,error_handling,0,0,0.8333,0.75,0.0,0.012027,10315,428,1,5474,keyword_missing
GLM-5,exp_039_glm5_v5_seeds5,V5_17_error_ines_stats_fabrication,2024,error_handling,0,0,0.8571,1.0,,0.059068999999999997,53437,1408,5,35143,rounds_exceeded
GLM-5,exp_039_glm5_v5_seeds5,V5_18_error_fabricated_year,2024,error_handling,1,1,1.0,1.0,1.0,0.035996,31836,1040,3,15502,
GLM-5,exp_039_glm5_v5_seeds5,V5_19_ranking_bottom_co2,2024,ranking,1,1,1.0,1.0,1.0,0.034882,31542,835,3,10931,
GLM-5,exp_039_glm5_v5_seeds5,V5_20_ranking_chart_erosion,2024,ranking,1,1,1.0,1.0,1.0,0.036316,31900,1104,3,13467,
GLM-5,exp_039_glm5_v5_seeds5,V5_21_comparison_close_values,2024,comparison,0,0,0.4444,0.2857,0.3333,0.023517999999999997,20918,650,2,24116,tool_missing
GLM-5,exp_039_glm5_v5_seeds5,V5_22_comparison_north_south_erosion,2024,comparison,0,0,0.8889,0.8571,1.0,0.034501,31665,709,3,11617,wrong_data
GLM-5,exp_039_glm5_v5_seeds5,V5_23_deep_dive_full_profile,2024,deep_dive,0,0,0.625,0.5,0.5,0.035118,31806,828,3,14466,tool_missing
GLM-5,exp_039_glm5_v5_seeds5,V5_24_interpretation_policy,2024,interpretation,0,0,0.6667,0.5,0.0,0.038635,32667,1492,3,21330,keyword_missing
GLM-5,exp_039_glm5_v5_seeds5,V5_25_tool_selection_chart_type,2024,tool_selection,0,0,0.625,0.5,1.0,0.034477999999999995,31934,636,3,9517,tool_missing
GLM-5,exp_039_glm5_v5_seeds5,V5_26_tool_selection_toggle_multiple,2024,tool_selection,1,1,1.0,1.0,1.0,0.022724,20948,444,2,6808,
GLM-5,exp_039_glm5_v5_seeds5,V5_27_language_catalan,2024,language,1,1,1.0,1.0,1.0,0.034417,31329,772,3,11159,
GLM-5,exp_039_glm5_v5_seeds5,V5_28_language_galician,2024,language,1,1,1.0,1.0,1.0,0.057624,53044,1145,5,36340,
GLM-5,exp_039_glm5_v5_seeds5,V5_29_single_analysis_erosion,2024,single_analysis,1,1,1.0,1.0,1.0,0.022204,20812,348,2,6402,
GLM-5,exp_039_glm5_v5_seeds5,V5_30_single_analysis_co2,2024,single_analysis,0,0,0.5556,0.4286,0.6667,0.024464,20984,870,2,19998,tool_missing
GLM-5,exp_039_glm5_v5_seeds5,V5_31_habitat_province_single,2024,habitat_analysis,1,1,1.0,1.0,1.0,0.023487,20991,624,2,8352,
GLM-5,exp_039_glm5_v5_seeds5,V5_32_habitat_forest_types,2024,habitat_analysis,1,1,1.0,1.0,1.0,0.023631,20987,661,2,7843,
GLM-5,exp_039_glm5_v5_seeds5,V5_33_habitat_recall_grassland,2024,habitat_analysis,1,1,1.0,1.0,1.0,0.033434,31434,500,3,8283,
GLM-5,exp_039_glm5_v5_seeds5,V5_34_habitat_chart,2024,habitat_analysis,0,0,0.6667,0.5714,0.0,0.035288,32032,814,3,15310,keyword_missing
GLM-5,exp_039_glm5_v5_seeds5,V5_35_habitat_dominant_class_recall,2024,habitat_analysis,1,1,1.0,1.0,1.0,0.011222,10598,156,1,3416,
GLM-5,exp_039_glm5_v5_seeds5,V5_36_temporal_compare_shrubland,2024,memory,1,1,1.0,1.0,1.0,0.022651,21427,306,2,6143,
GLM-5,exp_039_glm5_v5_seeds5,V5_37_temporal_change_visual,2024,memory,1,1,1.0,1.0,1.0,0.011366,10594,193,1,3450,
GLM-5,exp_039_glm5_v5_seeds5,V5_38_cross_indicator_habitat_co2,2024,cross_indicator,1,1,1.0,1.0,1.0,0.050103,42583,1880,4,26788,
GLM-5,exp_039_glm5_v5_seeds5,V5_39_error_unavailable_year,2024,error_handling,0,0,0.8889,0.8571,0.0,0.022521,20825,424,2,6366,keyword_missing
GLM-5,exp_039_glm5_v5_seeds5,V5_40_error_wrong_layer,2024,error_handling,1,1,1.0,1.0,1.0,0.023294000000000002,20858,609,2,8757,
GLM-5,exp_039_glm5_v5_seeds5,V5_41_multi_muni_ranking_erosion,2024,multi_municipality_ranking,0,0,0.6,0.3333,0.0,0.02503,20870,1040,2,15989,tool_missing
GLM-5,exp_039_glm5_v5_seeds5,V5_42_multi_muni_ranking_co2,2024,multi_municipality_ranking,0,0,0.6,0.3333,0.0,0.014086,10322,941,1,32573,tool_missing
GLM-5,exp_039_glm5_v5_seeds5,V5_43_multi_muni_compare_three,2024,multi_municipality_ranking,0,0,0.7778,0.7143,0.5,0.042832999999999996,32053,2695,3,87462,keyword_missing
GLM-5,exp_039_glm5_v5_seeds5,V5_44_province_aggregation_andalucia,2024,province_aggregation,1,1,1.0,1.0,1.0,0.035725999999999994,31982,936,3,16204,
GLM-5,exp_039_glm5_v5_seeds5,V5_45_province_aggregation_aragon,2024,province_aggregation,1,1,1.0,1.0,1.0,0.036585,31749,1209,3,16939,
GLM-5,exp_039_glm5_v5_seeds5,V5_46_error_recovery_typo,2024,error_recovery,1,1,1.0,1.0,1.0,0.022501,20713,447,2,10119,
GLM-5,exp_039_glm5_v5_seeds5,V5_47_error_recovery_fallback_indicator,2024,error_recovery,0,0,0.75,0.6667,0.0,0.037057,32149,1227,3,27134,tool_missing
GLM-5,exp_039_glm5_v5_seeds5,V5_48_error_recovery_wrong_year,2024,error_recovery,1,1,1.0,1.0,1.0,0.036603000000000004,32063,1135,3,23759,
GLM-5,exp_039_glm5_v5_seeds5,V5_49_threshold_co2_high,2024,threshold,1,1,1.0,1.0,1.0,0.034731000000000005,32071,665,3,25188,
GLM-5,exp_039_glm5_v5_seeds5,V5_50_threshold_dual_indicator,2024,threshold,0,0,0.8,0.6667,0.0,0.042201,36265,1484,3,20119,keyword_missing
GLM-5,exp_039_glm5_v5_seeds5,V5_51_threshold_co2_low,2024,threshold,1,1,1.0,1.0,1.0,0.036495,32667,957,3,23156,
GLM-5,exp_039_glm5_v5_seeds5,V5_52_language_catalan_erosion,2024,language,0,0,0.625,0.5,0.0,0.044953,41917,759,4,53175,keyword_missing
GLM-5,exp_039_glm5_v5_seeds5,V5_53_language_basque_co2,2024,language,1,1,1.0,1.0,1.0,0.033634,31346,572,3,28495,
GLM-5,exp_039_glm5_v5_seeds5,V5_54_language_galician_co2,2024,language,1,1,1.0,1.0,1.0,0.033676,31312,591,3,29302,
GLM-5,exp_039_glm5_v5_seeds5,V5_55_language_basque_compare,2024,language,0,0,0.8571,0.8,1.0,0.035062,31750,828,3,38410,wrong_data
GLM-5,exp_039_glm5_v5_seeds5,V5_56_habitat_andalucia_forest,2024,habitat_analysis,1,1,1.0,1.0,1.0,0.034645999999999996,31386,815,3,11988,
GLM-5,exp_039_glm5_v5_seeds5,V5_57_temporal_multi_year,2024,temporal_change,0,0,0.8889,1.0,1.0,0.101043,88595,3112,8,82183,rounds_exceeded
GLM-5,exp_039_glm5_v5_seeds5,V5_58_legend_co2_classes,2024,tool_selection,0,0,0.8571,0.8,1.0,0.0118,10324,369,1,4972,tool_missing
GLM-5,exp_039_glm5_v5_seeds5,V5_59_legend_erosion_scale,2024,tool_selection,0,0,0.6667,0.5,0.5,0.024499,20931,892,2,12768,tool_missing
GLM-5,exp_039_glm5_v5_seeds5,V5_60_legend_habitat_classes,2024,tool_selection,1,1,1.0,1.0,1.0,0.036619,31915,1176,3,56431,
GLM-5,exp_039_glm5_v5_seeds5,V5_61_list_layers_analyzable,2024,tool_selection,0,0,0.8333,0.75,1.0,0.011952,10324,407,1,7032,tool_missing
GLM-5,exp_039_glm5_v5_seeds5,V5_62_list_layers_habitat_years,2024,tool_selection,0,0,0.8889,0.8571,0.5,0.12819,118802,2347,10,63762,keyword_missing
GLM-5,exp_039_glm5_v5_seeds5,V5_63_list_layers_all_indicators,2024,tool_selection,0,0,0.8,0.6667,1.0,0.024434,20842,898,2,11128,forbidden_keyword
GLM-5,exp_039_glm5_v5_seeds5,V5_64_layer_bounds_canary_co2,2024,tool_selection,0,0,0.8333,0.75,1.0,0.034995,31415,895,3,13270,tool_missing
GLM-5,exp_039_glm5_v5_seeds5,V5_65_layer_bounds_erosion_extent,2024,tool_selection,0,0,0.8,0.6667,1.0,0.011793999999999999,10334,365,1,5392,tool_missing
GLM-5,exp_039_glm5_v5_seeds5,V5_66_layer_bounds_cross_border,2024,tool_selection,0,0,0.875,0.8333,1.0,0.011769,10337,358,1,11249,tool_missing
GLM-5,exp_039_glm5_v5_seeds5,V5_67_multi_layer_three_indicators,2024,cross_indicator,1,1,1.0,1.0,1.0,0.064875,53627,2812,5,52522,
GLM-5,exp_039_glm5_v5_seeds5,V5_68_multi_layer_nbs_profile,2024,cross_indicator,1,1,1.0,1.0,1.0,0.071951,64767,1796,6,26937,
GLM-5,exp_039_glm5_v5_seeds5,V5_69_multi_layer_explicit_simultaneous,2024,cross_indicator,1,1,1.0,1.0,1.0,0.060332,53272,1765,5,29711,
GLM-5,exp_039_glm5_v5_seeds5,V5_70_interpretation_investor,2024,interpretation,0,0,0.5714,0.4,0.5,0.038666,32438,1557,3,25737,tool_missing
GLM-5,exp_039_glm5_v5_seeds5,V5_71_interpretation_habitat_co2_link,2024,interpretation,0,0,0.8333,0.75,0.5,0.035114,31474,910,3,21893,keyword_missing
GLM-5,exp_039_glm5_v5_seeds5,V5_72_interpretation_erosion_project_risk,2024,interpretation,0,0,0.75,0.6667,1.0,0.037109,31857,1313,3,48767,tool_missing
GLM-5,exp_039_glm5_v5_seeds5,V5_73_deep_dive_municipality,2024,deep_dive,1,1,1.0,1.0,1.0,0.061133,53305,1957,5,26313,
GLM-5,exp_039_glm5_v5_seeds5,V5_74_deep_dive_temporal_profile,2024,tool_selection,0,0,0.8333,0.75,1.0,0.01272,10328,598,1,6244,tool_missing
GLM-5,exp_039_glm5_v5_seeds5,V5_75_deep_dive_community_ranking,2024,deep_dive,0,0,0.75,0.6667,1.0,0.068811,56603,3052,5,45242,tool_missing
GLM-5,exp_039_glm5_v5_seeds5,V5_76_legend_ines_erosion_visual,2024,tool_selection,0,0,0.8333,0.75,1.0,0.012601000000000001,10333,567,1,7290,tool_missing
GLM-5,exp_039_glm5_v5_seeds5,V5_77_legend_mfe_forest_map,2024,tool_selection,0,0,0.8,0.6667,1.0,0.012342,10338,501,1,9994,tool_missing
GLM-5,exp_039_glm5_v5_seeds5,V5_78_legend_two_layers_compare,2024,tool_selection,0,0,0.8333,0.75,1.0,0.012674000000000001,10342,583,1,13055,tool_missing
GLM-5,exp_039_glm5_v5_seeds5,V5_79_list_layers_display_only,2024,tool_selection,0,0,0.6,0.3333,1.0,0.013302999999999999,10331,743,1,8556,tool_missing
GLM-5,exp_039_glm5_v5_seeds5,V5_80_list_layers_before_workflow,2024,tool_selection,1,1,1.0,1.0,1.0,0.036183999999999994,31740,1111,3,13632,
GLM-5,exp_039_glm5_v5_seeds5,V5_81_list_layers_unavailable_indicator,2024,tool_selection,0,0,0.875,0.8333,1.0,0.013432,10328,776,1,9292,tool_missing
GLM-5,exp_039_glm5_v5_seeds5,V5_82_layer_bounds_ceuta_melilla,2024,tool_selection,1,1,1.0,1.0,1.0,0.034115,31363,688,3,9592,
GLM-5,exp_039_glm5_v5_seeds5,V5_83_layer_bounds_balearic_erosion,2024,tool_selection,1,1,1.0,1.0,1.0,0.046598,42282,1079,4,15327,
GLM-5,exp_039_glm5_v5_seeds5,V5_84_layer_bounds_coverage_comparison,2024,tool_selection,0,0,0.8333,0.75,1.0,0.012881,10345,634,1,8079,tool_missing
GLM-5,exp_039_glm5_v5_seeds5,V5_85_multi_layer_municipality_lorca,2024,cross_indicator,0,0,0.8571,0.8,1.0,0.048158,42434,1431,4,19369,tool_missing
GLM-5,exp_039_glm5_v5_seeds5,V5_86_multi_layer_with_chart_huelva,2024,cross_indicator,1,1,1.0,1.0,1.0,0.061864,53268,2149,5,34824,
GLM-5,exp_039_glm5_v5_seeds5,V5_87_multi_layer_comparison_two_provinces,2024,deep_dive,1,1,1.0,1.0,1.0,0.049267,42627,1660,4,26645,
GLM-5,exp_039_glm5_v5_seeds5,V5_88_interpretation_restoration_castilla_leon,2024,interpretation,0,0,0.8333,0.75,0.5,0.087508,76312,2799,7,49280,keyword_missing
GLM-5,exp_039_glm5_v5_seeds5,V5_89_interpretation_biodiversity_carbon_synergy,2024,interpretation,0,0,0.7143,0.6,0.5,0.040496000000000004,33180,1829,3,24713,keyword_missing
GLM-5,exp_039_glm5_v5_seeds5,V5_90_interpretation_bank_risk_assessment,2024,interpretation,1,1,1.0,1.0,1.0,0.05723,46982,2562,4,39871,
GLM-5,exp_039_glm5_v5_seeds5,V5_91_deep_dive_temporal_municipality,2024,deep_dive,1,1,1.0,1.0,1.0,0.072301,64149,2038,6,26900,
GLM-5,exp_039_glm5_v5_seeds5,V5_92_deep_dive_two_provinces_side_by_side,2024,deep_dive,0,0,0.4444,0.2857,0.0,0.053662999999999995,44839,2206,4,28354,tool_missing
GLM-5,exp_039_glm5_v5_seeds5,V5_93_deep_dive_national_policy_brief,2024,habitat_analysis,1,1,1.0,1.0,1.0,0.08664300000000001,76799,2461,7,37805,
Qwen3-235B,exp_040_qwen3_235b_v5_seeds5,V5_01_municipality_co2_lorca,42,municipality,0,0,0.5,0.3333,0.0,0.0032283000000000004,10633,32,1,3900,tool_missing
Qwen3-235B,exp_040_qwen3_235b_v5_seeds5,V5_02_municipality_erosion_antequera,42,municipality,1,1,1.0,1.0,1.0,0.009944699999999999,32401,187,3,5355,
Qwen3-235B,exp_040_qwen3_235b_v5_seeds5,V5_03_municipality_province_hint,42,municipality,1,1,1.0,1.0,1.0,0.009922199999999999,32430,161,3,4343,
Qwen3-235B,exp_040_qwen3_235b_v5_seeds5,V5_04_municipality_multi_indicator,42,municipality,0,0,0.875,0.8333,1.0,0.0136302,43934,375,4,7934,tool_missing
Qwen3-235B,exp_040_qwen3_235b_v5_seeds5,V5_05_followup_drill_down,42,memory,0,0,0.7778,0.7143,1.0,0.006816,21984,184,2,3568,wrong_data
Qwen3-235B,exp_040_qwen3_235b_v5_seeds5,V5_06_followup_compare_new,42,memory,1,1,1.0,1.0,1.0,0.0104469,33687,284,3,5177,
Qwen3-235B,exp_040_qwen3_235b_v5_seeds5,V5_07_followup_switch_indicator,42,memory,1,1,1.0,1.0,1.0,0.0134583,44073,197,4,4599,
Qwen3-235B,exp_040_qwen3_235b_v5_seeds5,V5_08_followup_chart_request,42,memory,1,1,1.0,1.0,1.0,0.0069692999999999995,22355,219,2,4565,
Qwen3-235B,exp_040_qwen3_235b_v5_seeds5,V5_09_spatial_coastal_erosion,42,spatial_reasoning,1,1,1.0,1.0,1.0,0.0103329,32847,399,3,6072,
Qwen3-235B,exp_040_qwen3_235b_v5_seeds5,V5_10_spatial_inland_co2,42,spatial_reasoning,0,0,0.6667,0.5,0.0,0.0104784,33032,474,3,6975,keyword_missing
Qwen3-235B,exp_040_qwen3_235b_v5_seeds5,V5_11_spatial_autonomous_community,42,spatial_reasoning,0,0,0.375,0.1667,0.0,0.0032307,10641,32,1,1474,tool_missing
Qwen3-235B,exp_040_qwen3_235b_v5_seeds5,V5_12_spatial_island_limitations,42,spatial_reasoning,0,0,0.5,0.0,0.0,0.0032268,10628,32,1,1484,tool_missing
Qwen3-235B,exp_040_qwen3_235b_v5_seeds5,V5_13_cross_indicator_tradeoff,42,cross_indicator,1,1,1.0,1.0,1.0,0.014136000000000001,45352,442,4,6536,
